origin_id,destination_id,shortest_distance
"488","1",11606.5534103117
"489","90",5807.09127482594
"490","90",5185.03529548343
"491","90",5364.27873458669
"492","3",5015.64160275575
"493","3",4430.19028596181
"494","3",3906.48053647725
"495","3",7738.99480680374
"496","3",3744.01271357918
"497","3",3404.88764180429
"498","3",3831.18995046837
"499","3",4347.00991361949
"500","3",6527.41685733855
"501","3",5591.12432945001
"502","3",5715.06700948852
"503","3",6528.74266347795
"504","3",6657.07543677539
"505","3",8541.69782217196
"506","48",15351.4094792975
"507","48",12930.0286152885
"508","48",12024.8952194889
"509","48",19750.9106628404
"510","78",12769.4505739287
"511","78",12976.4715921826
"512","90",11212.4634860366
"513","90",10562.9481672077
"514","90",10343.6652681514
"515","90",10493.8585121482
"516","90",9086.87132512143
"517","1",13331.8848542248
"518","1",13331.8848542248
"519","1",13331.8848542248
"520","90",8655.50493928581
"521","90",6659.45348690194
"522","90",7090.96747777951
"523","1",11335.9810068829
"524","90",5548.76240992613
"525","90",4050.76203437212
"526","90",3374.15331684342
"527","1",7619.1668459468
"528","90",3355.27291623898
"529","3",3152.48994255417
"530","3",3032.62713230676
"531","3",3156.88593937995
"532","3",3407.10967138037
"533","3",3739.60047454957
"534","3",4211.93933601762
"535","3",6204.94344872648
"536","3",5776.66564995824
"537","3",5577.17208649959
"538","48",12368.7363481637
"539","48",11848.2412380405
"540","48",14277.1184451286
"541","48",11826.8694103522
"542","48",12263.5877712283
"543","78",12232.4217048472
"544","78",12442.0288410541
"545","90",11349.7624111277
"546","90",10677.3877125858
"547","90",10015.21424703
"548","90",9985.94072568521
"549","90",9331.69383005594
"550","90",8614.70099931388
"551","90",8936.87057728601
"552","90",7542.63399980635
"553","90",7950.30868198314
"554","90",6238.45358970967
"555","90",5829.55878638028
"556","90",5473.04387341738
"557","90",5420.29123055224
"558","90",4643.09457871638
"559","90",3965.95277267481
"560","90",4167.71148296855
"561","90",2710.90162975892
"562","3",2452.11851133348
"563","3",2429.69695972363
"564","3",2329.50793576909
"565","3",2509.36138898289
"566","3",3408.2478806577
"567","48",3536.37639076414
"568","3",4316.7295337815
"569","3",5280.71396761738
"570","3",5937.11008941893
"571","48",10652.3607661665
"572","48",11394.8824784338
"573","48",11595.4802662452
"574","48",11188.1809236987
"575","48",11511.3524187236
"576","48",11675.9322160505
"577","48",12285.0363620148
"578","78",11852.4064774178
"579","78",11894.176652886
"580","90",11472.562490569
"581","90",10808.8256442869
"582","90",10142.3118616759
"583","90",9848.16476572729
"584","90",9099.73169118659
"585","90",8562.28584144507
"586","90",8173.59882643233
"587","90",7760.23191643269
"588","90",7341.75976370819
"589","90",6942.44954004078
"590","90",6530.9354749457
"591","90",6124.87586596916
"592","96",5311.36894447138
"593","90",6068.02426420309
"594","96",5310.9032271761
"595","90",3526.28878487834
"596","90",2601.01489233367
"597","90",2337.02189039607
"598","3",2494.1662386155
"599","3",2172.71730953389
"600","3",2148.094232069
"601","3",2534.43083966322
"602","48",2968.38724420635
"603","48",3357.21679798721
"604","3",4977.69608924064
"605","48",4538.75973110143
"606","3",6054.75931396083
"607","3",6834.42037631248
"608","48",10351.5854554912
"609","48",10153.230356502
"610","48",10835.8008476099
"611","48",10558.2033869606
"612","48",11833.6465413005
"613","48",11412.2772351955
"614","48",12317.7553943994
"615","78",11672.2093225571
"616","78",11216.9608475138
"617","78",11320.3769450491
"618","90",11028.1009098232
"619","90",10765.4109336125
"620","90",11563.7810240463
"621","90",11801.3514798194
"622","90",9066.24523474549
"623","90",8933.10384036418
"624","90",8508.29777212988
"625","90",8054.86726499993
"626","90",7647.05307984706
"627","90",7237.74046414561
"628","96",5825.51031483153
"629","96",5299.8274224509
"630","96",5633.41306044517
"631","96",4797.03834322197
"632","90",3788.62150689887
"633","90",2068.76541997187
"634","90",1925.30496623324
"635","90",1676.82798891555
"636","3",1320.85299435393
"637","3",1810.28629608295
"638","3",3140.37043185302
"639","3",2374.23274546475
"640","48",2674.62758814536
"641","3",5093.20227611762
"642","48",4363.93313577302
"643","3",6129.06179066144
"644","48",4598.6224944739
"645","48",5468.54914321507
"646","48",7161.52958865092
"647","48",7285.20190916086
"648","48",9846.63762211681
"649","48",9679.74159291581
"650","48",10148.6550072561
"651","48",12396.7559385209
"652","48",11924.6627825476
"653","78",12619.8546087435
"654","78",11988.5818404318
"655","78",11295.3620485434
"656","78",11343.3477126506
"657","78",10767.542063667
"658","78",10983.6157957403
"659","90",11229.9249127642
"660","78",11663.6118616233
"661","78",12083.5000693675
"662","90",9389.50197498585
"663","90",9412.33508250869
"664","90",8758.86312025743
"665","90",8346.52755839772
"666","90",7942.93811768998
"667","96",4895.55116912305
"668","96",4545.67130921062
"669","96",4306.19058133393
"670","96",5228.1006192061
"671","90",2936.43410878485
"672","96",5113.22918374533
"673","90",1750.46386908183
"674","90",1108.14947060572
"675","90",1101.1604167919
"676","3",1002.71556910413
"677","3",1224.90978030182
"678","48",1762.53338193075
"679","48",2289.99940800519
"680","48",2673.33384780455
"681","48",3818.39313596067
"682","48",3502.79551176879
"683","48",4063.14098388067
"684","48",6819.5092429966
"685","48",9483.45661243312
"686","48",9317.71561806446
"687","48",11343.1613041327
"688","48",11087.8365307712
"689","48",12900.6481384107
"690","78",12171.1709784111
"691","78",11749.0101069325
"692","78",11144.3570315517
"693","78",10123.3468027504
"694","78",10390.4888382554
"695","78",11473.29138075
"696","78",11151.1110102117
"697","78",11638.5225327832
"698","78",12130.5035498018
"699","90",9818.52327261501
"700","1",14063.5368017184
"701","1",14063.5368017184
"702","1",14063.5368017184
"703","1",14063.5368017184
"704","96",4305.70931203271
"705","96",3936.89113689403
"706","96",5793.19361680371
"707","90",3566.31892328686
"708","90",2550.49525261962
"709","90",4853.0635877668
"710","90",2006.61782199999
"711","90",653.980179357757
"712","3",635.426910648399
"713","3",994.00214841496
"714","48",1140.49929368574
"715","48",1847.97044841997
"716","48",1993.61548815543
"717","48",3178.65579887883
"718","48",3615.06901808929
"719","48",4221.81850464217
"720","48",7805.88518799638
"721","48",6417.54589043436
"722","48",6890.52225371409
"723","48",9080.01896953901
"724","48",8815.76970312002
"725","48",9409.47577807707
"726","48",13253.3646726231
"727","78",12927.4919549583
"728","78",12235.1950983188
"729","78",11675.7845829317
"730","78",9903.71659674703
"731","78",9948.40699885076
"732","78",9967.08516696748
"733","78",10373.3565354503
"734","78",10830.8314283347
"735","78",11340.9633543028
"736","78",11847.5779217981
"737","1",17500.4699038024
"738","1",17500.4699038024
"739","1",17500.4699038024
"740","1",17500.4699038024
"741","96",4024.01720874686
"742","1",8348.50426588736
"743","96",3716.71200060998
"744","96",3312.28667679493
"745","90",4278.01785440694
"746","90",1936.01068580189
"747","90",5350.85240647248
"748","90",607.500211026943
"749","90",1035.52059840784
"750","48",1202.6562012446
"751","48",585.914040157743
"752","48",1150.63245686926
"753","48",1443.92441014947
"754","48",1937.62414009489
"755","48",2467.14135512057
"756","48",2919.81376015985
"757","1",7824.86617029992
"758","48",7994.96466690444
"759","48",7057.66676694038
"760","48",8049.29336432739
"761","48",9202.88127730812
"762","48",9542.00593999767
"763","48",9833.01679891832
"764","48",13787.4006242437
"765","78",13325.5278008988
"766","78",12550.5585367669
"767","78",12369.7201532155
"768","78",10518.9108769003
"769","78",9301.30041424858
"770","78",9347.67363721502
"771","78",10143.2601263242
"772","78",10520.4302064106
"773","78",11262.0866064027
"774","78",11695.75282424
"775","1",17428.3793445217
"776","1",17428.3793445217
"777","1",17428.3793445217
"778","1",17428.3793445217
"779","1",17428.3793445217
"780","96",3505.43469252754
"781","96",3000.83088016024
"782","96",2926.20077982745
"783","90",4635.33556447669
"784","56",3733.13737118154
"785","56",3202.87413377192
"786","95",1014.33645371928
"787","95",1131.12148950312
"788","90",1607.04158259776
"789","72",1192.07109450567
"790","48",197.455490129917
"791","48",821.708062498327
"792","48",1442.28705315467
"793","48",3623.30265644887
"794","48",3165.07088385948
"795","48",3071.15438297617
"796","1",7976.20679311624
"797","48",7962.02703482973
"798","48",8862.18864466291
"799","48",8677.95985817617
"800","48",8665.08870965257
"801","48",10035.4989497202
"802","48",10281.649861195
"803","48",10947.6761306368
"804","78",12924.2935325494
"805","78",8470.69131438052
"806","78",8163.40120509677
"807","78",8441.00487957005
"808","78",10239.5116893948
"809","78",9931.81648393141
"810","78",10733.4130842058
"811","78",11046.32381167
"812","78",11620.2511500417
"813","78",12114.0024157453
"814","1",18890.3008942433
"815","1",18890.3008942433
"816","1",18890.3008942433
"817","1",18890.3008942433
"818","1",18890.3008942433
"819","96",2828.93766193289
"820","96",2367.39233523478
"821","90",4997.32829402934
"822","90",5261.84618291347
"823","56",3132.0587052196
"824","56",2554.99201994689
"825","95",394.529721983471
"826","95",397.066075742486
"827","72",1161.89780824227
"828","40",985.166440208256
"829","40",752.626375475178
"830","40",1575.4493758294
"831","48",2374.99885776784
"832","1",7280.05126790791
"833","1",7280.05126790791
"834","48",3699.57428277227
"835","1",8604.62669291234
"836","48",7976.72785902681
"837","48",8172.84684958433
"838","48",9149.78611918989
"839","48",9135.64639048559
"840","48",10591.6750500223
"841","48",10839.592190262
"842","48",11338.5284495002
"843","78",8403.27901741348
"844","78",8256.55757527438
"845","78",7744.7613726379
"846","78",8020.39186841806
"847","78",9013.93378255304
"848","78",10281.0375686372
"849","78",10469.6749546549
"850","78",11073.2936785097
"851","78",11415.6038640736
"852","78",11887.5795730594
"853","1",18663.8780515574
"854","1",18663.8780515574
"855","1",18663.8780515574
"856","1",18663.8780515574
"857","1",18663.8780515574
"858","96",1740.68241201751
"859","96",1788.49899507262
"860","90",5526.45248262913
"861","90",5606.43353570934
"862","56",3268.89670355326
"863","56",2667.18473753659
"864","56",2023.88872592229
"865","95",672.930832944147
"866","95",1723.54641244585
"867","40",1512.52452744942
"868","40",1168.86277756461
"869","40",1427.53633578801
"870","9",5450.42041068866
"871","48",3095.61943308604
"872","48",5579.48605110872
"873","48",5059.43288812234
"874","48",5327.25878653782
"875","48",5826.92178164069
"876","48",10569.8414823873
"877","48",9862.09578849804
"878","48",9711.49693800694
"879","48",10871.7368755483
"880","48",11204.1218557291
"881","78",7590.18529443405
"882","78",7347.36217019991
"883","78",8047.72264959236
"884","78",11613.4225232497
"885","78",11113.45771118
"886","78",11010.4602968726
"887","78",11435.9262632794
"888","78",11866.9557816429
"889","78",3061.68860291002
"890","78",2516.32294880635
"891","78",1786.46082794872
"892","1",8061.07885157612
"893","1",8061.07885157612
"894","78",2721.51388669721
"895","90",6007.54113293342
"896","96",1548.05545971603
"897","96",1808.13660715062
"898","133",3061.62247258822
"899","133",2667.3557057615
"900","133",2688.22356486436
"901","56",1555.51808970586
"902","1",907.266775633899
"903","1",1009.04863179696
"904","1",1629.69677400643
"905","1",2206.25341061617
"906","9",5125.70831858178
"907","48",3424.16158920441
"908","48",5058.59809869674
"909","48",5005.62342116525
"910","48",4817.05708267969
"911","48",4978.23254802978
"912","48",10392.3117141271
"913","48",10616.1391957294
"914","78",6780.56340288801
"915","78",7158.71020975863
"916","78",7660.53599925614
"917","78",11553.7820727534
"918","78",11417.6025132399
"919","78",6150.80589924655
"920","78",6747.54790110762
"921","78",2593.73252143889
"922","78",1874.11313699483
"923","78",2226.18910340576
"924","78",1286.80799695405
"925","78",1449.67631568784
"926","78",2134.6138587911
"927","96",695.813437970435
"928","96",1649.27057903645
"929","96",1492.95791251121
"930","15",3013.35747665172
"931","133",2783.66591476756
"932","133",2123.44120375757
"933","133",2505.53028076977
"934","56",1186.01313016197
"935","1",976.206873184075
"936","1",1344.52305496396
"937","1",2435.65241748698
"938","1",2448.77485119802
"939","48",3977.79128308411
"940","48",4634.21784889042
"941","48",5199.55020631868
"942","32",5665.76413272418
"943","48",5386.53692586889
"944","32",5568.55436915515
"945","48",10969.5632850236
"946","48",10970.2583061374
"947","78",6479.28859212899
"948","78",6977.35744786647
"949","78",5329.03429700409
"950","78",5404.00544127216
"951","78",5613.9617364106
"952","78",6201.85270079819
"953","78",6959.18077687067
"954","78",2099.18098015903
"955","78",1541.11044262925
"956","78",968.488023440197
"957","96",2019.07626245343
"958","78",1474.21496953658
"959","96",845.797763343532
"960","96",462.746553786666
"961","96",1019.30502888805
"962","96",1413.32081618496
"963","15",2449.41519543352
"964","133",2183.11910426072
"965","133",1691.00416728702
"966","133",1291.30676298228
"967","133",1519.99247988211
"968","9",1536.52784405635
"969","9",1767.85931722559
"970","9",2440.11693775423
"971","9",4440.49258016773
"972","48",4299.21946137108
"973","48",5015.21626628741
"974","48",5608.0892138721
"975","32",5327.03959499059
"976","32",5090.12347758796
"977","32",5743.86944025794
"978","78",6617.20471072433
"979","78",6027.91009774127
"980","78",5988.73170140741
"981","78",5724.21441599132
"982","78",4787.04517695847
"983","78",3648.77536922341
"984","78",2935.0360421986
"985","78",6288.09795892079
"986","1",13064.3964374188
"987","78",1306.43219668295
"988","78",1215.95089822098
"989","78",359.820327456893
"990","78",1105.05922554643
"991","67",1214.36857141682
"992","96",957.93915050509
"993","15",777.854879031153
"994","96",1439.03630810431
"995","15",1838.21967325311
"996","133",2402.29295380432
"997","133",1874.56544996824
"998","133",1745.74917755015
"999","133",483.712484291803
"1000","83",3374.81888466609
"1001","9",1436.43871467377
"1002","9",1992.43316489538
"1003","9",2991.48016235205
"1004","9",3327.98419254156
"1005","9",4267.68417859219
"1006","9",4314.28706709379
"1007","32",4325.99916047543
"1008","32",5012.35589580499
"1009","32",4234.77292342202
"1010","78",6170.92932576143
"1011","78",5501.46734208076
"1012","78",4939.57460300885
"1013","78",4431.70455579403
"1014","78",4436.58895162245
"1015","78",4033.76740367925
"1016","78",2834.38903138962
"1017","78",2264.99148796762
"1018","78",1612.15532406728
"1019","78",1572.93556343509
"1020","78",616.079541118755
"1021","78",1143.26801187995
"1022","67",1212.97327194142
"1023","67",1085.34347959232
"1024","15",618.179138223498
"1025","15",1253.474095199
"1026","15",1280.69690004973
"1027","15",2213.14095282171
"1028","83",2246.81611779728
"1029","133",1570.51659444634
"1030","9",1187.29267084877
"1031","9",660.79710184237
"1032","83",2876.69361357594
"1033","9",2184.06276626131
"1034","9",2820.86530854401
"1035","9",3065.8571675057
"1036","22",3327.63697712552
"1037","32",4202.80755228541
"1038","32",3874.46124362954
"1039","32",3872.67246851318
"1040","32",3866.89819026059
"1041","32",4334.95969907579
"1042","117",5199.89903751396
"1043","117",5204.25654051194
"1044","117",4444.38554957929
"1045","78",4692.93265803983
"1046","78",4116.63002580767
"1047","78",3533.29839228901
"1048","78",2952.32946646712
"1049","78",2625.73373615747
"1050","78",1618.2657768631
"1051","78",1437.21359929204
"1052","78",1267.21509163589
"1053","78",1796.63159286585
"1054","67",408.143354312091
"1055","111",312.689979081634
"1056","111",861.147324381619
"1057","111",1525.48130043785
"1058","15",2041.18773575415
"1059","83",2176.30276935578
"1060","83",1772.13008160296
"1061","83",1255.22708114166
"1062","9",1001.50163454776
"1063","9",621.086085417523
"1064","56",2571.0773228957
"1065","9",2639.64814987187
"1066","22",3146.88148099498
"1067","1",4973.88958048945
"1068","9",4348.07857701042
"1069","32",3607.3459046501
"1070","32",3381.11356231415
"1071","32",3238.20790538228
